판매처,카테고리 대,카테고리 중,카테고리 소,상품명,상품가격,상품번호,제조사/수입자,제조국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,카라 디자인 민소매 원피스 O201T653-25,"82,877원",1000045160525,㈜영흥/ 070-7606-3322,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,프린트 반팔 롱 원피스 (EL3WO764),"159,200원",1000051090743,(주)아이올리/중국,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,E542 백 레이스 리본 벨티드 원피스 EWOPKG0500,"70,395원",1000067850115,(주) 라인 바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[JAJU/자주] 에어 스트링 반팔 원피스_BLACK,"49,900원",1000064257451,(주)신세계인터내셔날/(주)신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,브이넥 티어드 체크 롱 원피스 L4OP13,"40,493원",1000066828120,케이알유통 주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,시스루 쉬폰 카라 원피스(NWOPKG0500),"76,323원",1000063116321,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,EnC 요루 쉬폰 원피스 ENOW93845W,"100,104원",1000049941221,㈜이앤씨 월드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,린넨리본반팔원피스( CFB-OP180W6),"29,155원",1000065432316,(주)코데즈컴바인/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,후드 그래픽 롱 반팔 원피스 7120250101132,"120,357원",1000059092276,신세계인터내셔날/신세계인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,미니원피스,패턴 보더 미니원피스 (T214MOP245W),"183,110원",1000064279316,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,투피스스타일 원피스(LGOPKB9800),"63,948원",1000040063860,(주)테난/(주)재아,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 가슴레이스 포인트 브이넥 원피스(T194MOP248W),"68,256원",1000065153222,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 더블버튼 언밸런스 플리츠 원피스 (EWOPLA0900),"144,718원",1000067138595,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[JAJU/자주] 올데이 코튼 반팔 원피스_ZET BLACK,"25,900원",1000059746797,(주)신세계인터내셔날/(주)신세계인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 에스틱 패턴물 미니 원피스(T194MOP251W),"80,602원",1000065153216,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 카라 포인트 플레어 원피스 (NGOPKH9700),"82,251원",1000064841138,(주)린컴퍼니/(주)린 컴퍼니,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,진주벨트 페미닌 라인 원피스 ENOW81142W,"8,643원",1000068178212,㈜이앤씨 월드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,글로시 드로스트링 후드 원피스 7251137004134,"159,000원",1000061372812,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,21SS 릴랙스핏 베이직 폴로 원피스 EF501E-51G 166,"217,377원",1000065853689,동일드방레/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,모직원피스,[로엠] WY 도트 랩 원피스 - RMOW83801A_40_H5E8,"15,360원",1000049146636,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,향기플라워 여성 간절기 브이넥 쉬폰 롱원피스,"31,709원",1000068138416,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,J아일렛벨트플리츠믹스원피스 JVOP320E,"138,807원",1000065061497,㈜티비에이치글로벌/㈜티비에이치글로벌,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,T.I아트웍 나시 롱원피스T204MOP258W,"95,482원",1000069356345,(주)모다이노칩 대구점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,A라인 배색 원피스(LU31A5OP520X),"37,927원",1000064496385,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,프릴 포인트 실비아 쉬폰 원피스 ENOW12401N,"45,784원",1000065402855,㈜이앤씨 월드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스퀘어넥 단추 벨티드 원피스  Z203MSE003,"100,620원",1000052667715,(주)대현/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,리넨 블렌드 드레스 블랙,"25,900원",1000049525731,H&M/H&M Co.Ltd,캄보디아
SSG.COM,여성브랜드패션,원피스,민소매 원피스,[SET]라운드 기본 티셔츠+프린트 뷔스티에 원피스 (PM2WO566),"50,922원",1000066734907,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,하트 허리밴딩 원피스 ENOW81143W,"8,643원",1000068178079,㈜이앤씨 월드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,A라인 롱 원피스 (T214MOP231W),"210,330원",1000064365042,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,언발란스 쿨 원피스 7250337005203,"149,000원",1000050803089,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,캐주얼한 여름데일리룩 시원한 뷔스티에 린넨 원피스,"18,442원",1000068064167,모던투데이/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[코데즈컴바인 여성] 반소매 허리 슬림 여신 원피스 CGB-OP625W5,"32,370원",1000066668508,(주)코데즈컴바인/(주)코데즈컴바인,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,웨이스트 리본 링클 원피스 7251137006103,"159,000원",1000062370976,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,"더블버튼 브이넥 카라 원피스(박하나,박아인 착용)(NWOPKG0600)","114,855원",1000065072658,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,체크 원피스 (MABAOP07M2),"33,320원",1000061028614,㈜퍼스트에프엔씨/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,네이비 시어서커 볼륨 보트넥 원피스 (BF0371O15R),"210,118원",1000065247679,삼성물산 패션부문/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[SATIN] 프린트 벨트 티어드 원피스 O211T682-03,"85,440원",1000064004462,㈜영흥/ 070-7606-3322,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,언발 플리츠 포인트 코튼 원피스 7259337001237,"129,000원",1000035391802,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,올리브데올리브 셔츠형 코튼 원피스 OW1MO324,"133,440원",1000065320330,올리브데올리브/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,모직원피스,[로엠] WY 도트 미니플레어 원피스 - RMOW838G21_19_U5Y1,"16,416원",1000049146634,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,멀티 패턴 슬리브리스 원피스(OP-4489),"10,637원",1000034677870,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,벨티드 코튼원피스(SWWOPK21120),"111,200원",1000049456035,주)인동/인동,베트남
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,셔츠카라 주름 원피스 (B1M4G679),"143,650원",1000068742178,㈜수인터내셔날/㈜수인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,빅체크 훌 레이어드 원피스 S(OP-5410),"50,914원",1000060171190,㈜바이와이제이/㈜바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,티어드 시어서커 원피스 (PM2WO567),"64,780원",1000068372909,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,미니원피스,쉬폰 플로럴 언발 원피스(GK6M0OPW3),"62,100원",1000045562828,(주)바바패션/(주)바바패션,베트남
SSG.COM,여성브랜드패션,원피스,롱원피스,난닝구 케어데 퍼프 후드 원피스(BEST 상품) (베이지컬러 주문폭주!!) 1221A2OP05E,"38,208원",1000065942701,(주)엔터식스패션쇼핑몰/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,패턴 포인티드 페미닌 원피스S(OP-4593),"21,891원",1000034835077,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[JAJU/자주] 올데이 코튼 반팔 원피스_MINT,"25,900원",1000059746672,(주)신세계인터내셔날/(주)신세계인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,민소매 원피스,카키 스티치 스트랩 셔츠 원피스 (BF9771C10H),"132,264원",1000035368258,삼성물산 패션부문/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,[라인어디션] (N755) 벨티드 사선 셔링 원피스 (NWOPLC0500),"95,589원",1000067222625,주)린컴퍼니/주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 펀칭자수배색 요루 화이트 원피스(T194MOP266W),"91,988원",1000065154907,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,민소매 원피스,끈멜빵 데님원피스 (AM2DO442),"43,781원",1000068985708,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션][N602]테일러링 플리츠 원피스(NWOPLB0100),"95,589원",1000066694177,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,후드/벨티드 원피스,[매긴나잇브릿지]후드 플리츠 드레스_MKM1OP3010,"92,736원",1000065869871,(주)스타코퍼레이션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[SATIN] [나나 착용]카라 플리츠 배색 원피스 S212B625-52,"263,904원",1000068219769,(주)와이에스콜렉션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 버튼 포인트 핀턱 원피스(NWOPLD0100),"249,000원",1000068138855,(주)린 컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[SATIN] [온라인단독][나나착용]플라워 패턴 머메이드 원피스 O211T601-41,"112,320원",1000065608852,㈜와이에스콜렉션/㈜와이에스콜렉션,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 오프숄더 원피스 - RMOW925Y12_51,"13,344원",1000065913406,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,미니원피스,리넨 블렌드 드레스 라이트 옐로/플로럴,"34,900원",1000067571215,H&M/H&M Co.Ltd,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[파주점] [에셀리아]21SS 시어서커 체크원피스+벨트(80096124002),"68,850원",1000066572313,우인어패럴/우인어패럴,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY V넥 원피스 - RMOW925Y11_19,"11,424원",1000065913411,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,니트원피스,시스루 배색 니트 원피스(IL4N1OP88390),"58,954원",1000065721335,(주)모다이노칩 대전점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(E504)[케네스레이디] 도트 프린트 자수 카라 원피스(EWOPLD1000),"162,162원",1000068196692,(주)라인 바이린/(주)라인 바이린,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,쿨피스 저지+패턴 믹스 원피스 (T214MOP301W),"180,850원",1000068915916,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,스퀘어넥 레이스 맥시 원피스(OP-5483),"69,712원",1000066542412,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,21SS 대나무 주름 원피스 EPOPM021005,"55,200원",1000068192006,플리츠미/플리츠미,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,★특가★베이지 시어서커 랩 셔츠 원피스 (BF0371C01A),"173,765원",1000043209430,삼성물산 패션부문/삼성물산 패션부문,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,[로엠] WY 린넨 스트라이프 셔츠형 원피스 - RMOW926R11_39,"15,264원",1000065913521,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 오드리 프릴 자켓 원피스 - RMOW926Y12_59,"13,344원",1000065913375,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,고방체크 원피스 (AM2WO440),"27,238원",1000063984957,(주)LAP/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 스퀘어넥 슬림 원피스 - RMOW925R12_50,"19,104원",1000065913442,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[매긴나잇브릿지]밴딩 디테일 드레스_MKS1OP3200,"61,210원",1000065948150,(주)스타코퍼레이션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,브이넥 벨티드 골드 버튼 비비드 원피스/SAOAD2551/SAO2551/sao2551,"49,335원",1000045760061,(주)모다이노칩 천안아산점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,스티링원피스/ENOW12591O,"65,223원",1000066120882,(주)모다이노칩 전주김제점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[JAJU/자주] 이지케어 리넨 스트링 반팔 원피스_KHAKI,"49,900원",1000062968135,(주)자오프로젝트/(주)자오프로젝트,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 플라워 쉬폰 미니 원피스 - RMOW924RQ8_36,"19,104원",1000065913465,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(LYNN/L448)펀칭 원피스(LWOPJG0100),"538,000원",1000065479411,(주)테난/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,미니원피스,블랙 언발란스 브이넥 슬리브리스 매쉬 원피스 (BAOAE2532),"65,117원",1000063835499,(주) 신원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[부산점] [온앤온] 꽃무늬 패턴 롱 원피스 (JW1MO471),"279,000원",1000069723085,(주)보끄레머천다이징/(주)보끄레머천다이징,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,브이넥 플로럴 미니 원피스(OP-5145),"38,381원",1000048689483,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,언발주름 슬리브리스 원피스(PM2WO462),"40,180원",1000065416843,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 린넨 스트라이프 자켓형 원피스 - RMOW925R31_59,"19,104원",1000065913428,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,민소매 원피스,오버롤 데님 맥시 원피스 (T214MOP285W),"233,100원",1000070623154,(주)지엔코/(주)지엔코,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,하트 플리츠 레이어드 원피스(BAOP04041),"145,314원",1000052712242,(주)베네통코리아/(주)베네통코리아,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,21SS 플리츠 디테일 셔츠 원피스 EF0227-51G 166,"313,407원",1000064107113,동일드방레/동일드방레,터키
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,더블 카라 벨티드 원피스 (SWWOPK21490),"40,800원",1000049272946,(주)인동에프엔/(주)인동에프엔,베트남
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,시스루 잔 프린트 지퍼 원피스  SAOAG2589 _P301408769,"56,448원",1000064094832,씨/판매자 문의,상세설명참조
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,옆트임 롱 후드 원피스,"17,021원",1000050189954,주식회사씨쓰리글로벌(C3 Global)/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,면/저지원피스,브이 나염 원피스(OCBFGOP01),"21,456원",1000068745672,주)더주하/주)더주하,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,V넥 트위드 우븐배색 원피스 (AM1WO274),"78,832원",1000062626959,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,CK6E0OP61(체크원피스),"71,200원",1000045525328,(주) 바바패션/중국,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,이엔씨(ENC)뒷트임원피스ENOW03893O,"32,199원",1000050052883,(주)모다이노칩 김천구미점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,모직원피스,PM2D061 심플 데님 원피스,"66,240원",1000068669321,(주)모다이노칩 대전점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[Thursday Island] 여성 프릴 빅카라 패턴 미니 원피스(T194MOP249W),"70,157원",1000065153217,주식회사 위즈원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,번아웃프린트 미디 스커트(PM2WO509),"72,980원",1000069252935,(주)제이씨패밀리/(주)제이씨패밀리,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(E598) 오픈카라 스트라이프 벨티드원피스 (EWOPKH0300),"79,287원",1000049457877,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,옆주름 카라넥원피스(LGOPKE9900),"83,210원",1000044176949,(주)테난/(주)태진케이에스,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,다이마루 배색 티어드원피스 LU31A7OP537X,"46,008원",1000070319825,(주)아이디조이/(주)아이디조이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,유니크 라인 포인티드 니트 원피스(OP-4376),"38,381원",1000033610606,㈜바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,레코브  이다전략 벨트 원피스 LU6107OP530J,"27,274원",1000065362449,(주)모다이노칩 전주김제점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[데이즈] 데일리원피스 롱,"25,900원",1000062242680,세인/(주)신세계인터내셔날,베트남
SSG.COM,여성브랜드패션,원피스,민소매 원피스,시슬리 플라워패턴 프릴원피스 SAOPD4031_NY,"135,888원",1000063725142,(주)프리움/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 트렌치 베스트 원피스 (EWOPLD4400),"125,658원",1000066148285,(주)라인바이린/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,깅엄 체크 원피스 (MABAOP06M2),"55,250원",1000061028611,㈜퍼스트에프엔씨/㈜퍼스트에프엔씨,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,이프네 벚꽃엔딩원피스(DL4WOP08),"32,760원",1000064855353,(주) 패션랜드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,브이넥 핏앤 플레어 배색 니트 원피스(OP-4916),"54,047원",1000045232273,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,빅 카라 레터링 플리츠 원피스 7210350018134,"329,000원",1000049827476,신세계인터내셔날/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,배색 카라 플리츠 원피스(NWOPKH6200),"76,323원",1000063115240,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,[케네스레이디] (E598) 더블버튼 플레어 원피스 (EWOPKH1208),"72,618원",1000064493701,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,리넨 블렌드 솔리드 오픈 재킷 (SWWJKK21050),"47,200원",1000048467037,(주)인동에프엔/(주)인동에프엔,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,텐먼스 미니멀 슬릿 원피스 TMT1317002081,"159,000원",1000064725591,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,코튼 잔체크 훌 원피스 (AL2WOE62),"30,905원",1000044057687,(주)LAP/(주)LAP,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[파주점] 언발란스 주름 스커트 (EK2WS462),"58,860원",1000065164765,(주)아이올리/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,(나이스클랍)카라형 반팔벨트 원피스N202MWO412,"79,200원",1000043036428,"나이스클랍,명화컬렉션/해당사항 없음",한국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[파주점] [VW베라왕]21SS 도트 쟈가드 드레스(80096120002),"75,650원",1000066450676,우인어패럴/우인어패럴,중국
SSG.COM,여성브랜드패션,원피스,롱원피스,새틴 V넥 드레스 라이트 베이지/오렌지 패턴,"59,900원",1000049728821,H&M/H&M Co.Ltd,조지아
SSG.COM,여성브랜드패션,원피스,튜닉형/튜브형 원피스,코튼 후디 롱원피스 9171141997086,"79,000원",1000060081669,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,민소매 원피스,[로엠] WY 리조트 나염 민소매 롱원피스 - RMOW926R31_35,"19,104원",1000065913489,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,쥬시 팜트리 세일러 카라 원피스 JC10237113142,"279,000원",1000048884369,신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,이엔씨(ENC)ENKT12593O카라니트,"32,199원",1000067370554,(주)모다이노칩 김천구미점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E565) 시스루 슬리브 벨트 H라인 원피스 (EWOPKH1600),"76,323원",1000065584450,(주)라인바이린/(주)라인바이린,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[레코브(LECCOVE)] 미니 플로랄 걸스 원피스 (택가격79800원),"9,783원",1000051046928,패션지오(주)/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,오프숄더 원피스 ENOW83794O,"7,784원",1000069000777,㈜이앤씨 월드/㈜이앤씨 월드,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,아일렛 돌먼 슬리브 원피스(OP-5035),"37,103원",1000048332438,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,끈 장식 주름 원피스 (7220137603),"74,100원",1000058109354,㈜신세계인터내셔날/신세계인터내셔날,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,(LYNN/L448)플라워프린트원피스(LWOPJG0500),"628,000원",1000065480665,(주)테난/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,21SS 가오리핏 사선 플라켓 폴로 원피스 EF401E-51G 056,"243,567원",1000066633906,동일드방레/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,WRAP V-NECK DRESS_TT1S602DG,"119,500원",1000064564968,(주)아우라유/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,보라 여성 반팔퍼프 무지 롱원피스,"23,405원",1000048755628,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[리스트]사이드 플리츠 레이어드 원피스(TWWOPL62020)BK,"129,000원",1000070220515,(주)인동에프엔/(주)인동에프엔,베트남
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,폴로 랄프 로렌 여성 리넨 티 랩 드레스(WMPODRSNFA20094400),"239,000원",1000065345434,랄프로렌코리아 유한회사/랄프로렌코리아 유한회사,인도
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,샤인 원피스 블라우스 세트S(OP-5197),"26,756원",1000050142102,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[SATIN] [나나 착용]플로럴 패턴 프릴 쉬폰 원피스 S212B660-11,"173,818원",1000066646382,(주)와이에스콜렉션/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,롱원피스,[코데즈컴바인 여성] 단가라 반팔 셔링 레이어드 원피스 CGB-TO604W4,"40,670원",1000064997223,(주)코데즈컴바인/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,브이넥 허리스트링 롱 원피스 L4OP14,"40,493원",1000065477154,케이알유통 주식회사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,레코브 체크리본원피스 LU3195OP538X,"17,021원",1000063631097,(주)갑을상사/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,바이올렛 여성 루즈핏 플라워 반팔 롱원피스,"27,380원",1000049163823,바비수아/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,쉬폰/폴리원피스,[로엠] WY 슈가 플라워 원피스 - RMOW926Y16_75,"11,424원",1000065913370,(주)인터파크/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,셔츠형 원피스,T22B1TDR060WT1 린넨 아웃포켓 셔츠 원피스,"275,000원",1000066212943,TOMMY HILFIGER/(주)한섬,인도
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션][N602]와이드 카라 트위드 A라인 원피스(NWOPLC1100),"121,524원",1000066688128,(주)린컴퍼니/(주)린컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,셔링 포인티드 플로럴 원피스(OP-5142),"36,938원",1000045971318,(주)바이와이제이/(주)바이와이제이,중국
SSG.COM,여성브랜드패션,원피스,면/저지원피스,여성 플리츠 테니스 원피스 LCST EF501E-20BS5H,"129,060원",1000042235488,동일드방레/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,롱원피스,플라워랩원피스(EL2EO200),"62,784원",1000051422115,(주)모다이노칩 대구점/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[라인어디션](N753) 버튼업 포켓 H라인 원피스 (NWOPKG0800),"64,467원",1000062331670,(주)린컴퍼니/(주)린 컴퍼니,중국
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[케네스레이디] (E598) 언발버튼 리본벨트 원피스 (EGOPKF9309),"54,834원",1000062778349,(주)라인바이린/(주)라인바이린,베트남
SSG.COM,여성브랜드패션,원피스,면/저지원피스,엔젤 러플 원피스,"46,105원",1000044127210,인디브랜드/해당사항 없음,한국
SSG.COM,여성브랜드패션,원피스,미니원피스,★21신상★ 코튼 라운드넥 캐주얼 포켓 데님 원피스 (VCOKC2513)_V1T4,"36,980원",1000066326037,(주) 신원/해당사항 없음,기타
SSG.COM,여성브랜드패션,원피스,기본형/정장 원피스,[HSDR-1B471] 헤지스레이디스 단색 소재배색 반팔 스트링 라운드넥 원피스,"189,050원",1000068034157,LF/해당사항 없음,한국
